environment_id,count,example_node,element,node_type,region,total_degree,environment_signature,critical_center_count_in_region,scientific_risk,risk_score,risk_basis,lele_2022_reaxff_status,lele_2022_reaxff_basis,fixed_topology_status,fixed_topology_basis,QM_reference_status,QM_reference_basis,force_field_assignment_authorized
ENV_0011,6,A:LOWER:-14:-4,B,ANNULUS_OUTER_BOUNDARY,ANNULUS_EDGE,3,"center=B|type=ANNULUS_OUTER_BOUNDARY|region=ANNULUS_EDGE|degree=3|neighbor_elements=N:3|neighbor_types=ALTERNATING_BN_FOUR_ATOM_BRIDGE:1,ANNULUS_INTERIOR:1,ANNULUS_OUTER_BOUNDARY:1",84,HIGH,4,Reconstructed polar edge/rim environment with termination sensitivity.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Lele was trained for gas-phase synthesis, not reconstructed equilibrium rims.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0012,9,A:LOWER:-14:-2,B,ANNULUS_OUTER_BOUNDARY,ANNULUS_EDGE,3,"center=B|type=ANNULUS_OUTER_BOUNDARY|region=ANNULUS_EDGE|degree=3|neighbor_elements=N:3|neighbor_types=ALTERNATING_BN_FOUR_ATOM_BRIDGE:1,ANNULUS_INTERIOR:2",84,HIGH,4,Reconstructed polar edge/rim environment with termination sensitivity.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Lele was trained for gas-phase synthesis, not reconstructed equilibrium rims.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0013,15,S:1711,B,HEXAGONAL_EDGE_COMPLETION_SEED,SEED_EDGE,3,"center=B|type=HEXAGONAL_EDGE_COMPLETION_SEED|region=SEED_EDGE|degree=3|neighbor_elements=H:1,N:2|neighbor_types=PARENT_HBN:2,SEED_PASSIVANT_H:1",60,HIGH,4,Environment does not map unambiguously to a validated literature domain.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,No direct validation match identified.,SOURCE_EVIDENCE_PENDING,No primary-source fixed-topology evidence has yet been mapped.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0014,15,S:1710,B,HEXAGONAL_EDGE_COMPLETION_SEED,SEED_EDGE,3,"center=B|type=HEXAGONAL_EDGE_COMPLETION_SEED|region=SEED_EDGE|degree=3|neighbor_elements=N:3|neighbor_types=ALTERNATING_BN_FOUR_ATOM_BRIDGE:1,PARENT_HBN:2",60,HIGH,4,Environment does not map unambiguously to a validated literature domain.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,No direct validation match identified.,SOURCE_EVIDENCE_PENDING,No primary-source fixed-topology evidence has yet been mapped.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0015,810,P:100,B,PARENT_HBN,PARENT_HBN_BULK_LIKE,3,center=B|type=PARENT_HBN|region=PARENT_HBN_BULK_LIKE|degree=3|neighbor_elements=N:3|neighbor_types=PARENT_HBN:3,0,MEDIUM,2,Bulk-like curved h-BN may be transferable but curvature must be validated.,BN_REACTIVE_RECORDS_PRESENT_EQUILIBRIUM_CURVATURE_NOT_VALIDATED,BN formation capability is not equivalent to equilibrium BNNT mechanics.,POTENTIALLY_TRANSFERABLE_SOURCE_EVIDENCE_PENDING,Bulk or curved h-BN fixed-topology models may cover this domain.,QM_REFERENCE_RECOMMENDED,Reference calculations are recommended to test transferability.,False
ENV_0016,30,P:0,B,PARENT_HBN,PARENT_SEED_ATTACHMENT,3,"center=B|type=PARENT_HBN|region=PARENT_SEED_ATTACHMENT|degree=3|neighbor_elements=N:3|neighbor_types=HEXAGONAL_EDGE_COMPLETION_SEED:2,PARENT_HBN:1",0,MEDIUM,2,Bulk-like curved h-BN may be transferable but curvature must be validated.,BN_REACTIVE_RECORDS_PRESENT_EQUILIBRIUM_CURVATURE_NOT_VALIDATED,BN formation capability is not equivalent to equilibrium BNNT mechanics.,POTENTIALLY_TRANSFERABLE_SOURCE_EVIDENCE_PENDING,Bulk or curved h-BN fixed-topology models may cover this domain.,QM_REFERENCE_RECOMMENDED,Reference calculations are recommended to test transferability.,False
ENV_0017,12,H4:LOWER:0006:0,H,ANNULUS_INNER_PASSIVANT_H,EDGE_PASSIVANT,1,center=H|type=ANNULUS_INNER_PASSIVANT_H|region=EDGE_PASSIVANT|degree=1|neighbor_elements=B:1|neighbor_types=ANNULUS_INNER_BOUNDARY:1,84,MEDIUM_HIGH,3,Reconstructed annulus environment outside ordinary bulk h-BN.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Lele was trained for gas-phase synthesis, not reconstructed equilibrium rims.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0018,12,H4:LOWER:0012:0,H,ANNULUS_INNER_PASSIVANT_H,EDGE_PASSIVANT,1,center=H|type=ANNULUS_INNER_PASSIVANT_H|region=EDGE_PASSIVANT|degree=1|neighbor_elements=N:1|neighbor_types=ANNULUS_INNER_BOUNDARY:1,84,MEDIUM_HIGH,3,Reconstructed annulus environment outside ordinary bulk h-BN.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Lele was trained for gas-phase synthesis, not reconstructed equilibrium rims.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0019,15,H4:UPPER:0027:0,H,ANNULUS_OUTER_PASSIVANT_H,EDGE_PASSIVANT,1,center=H|type=ANNULUS_OUTER_PASSIVANT_H|region=EDGE_PASSIVANT|degree=1|neighbor_elements=B:1|neighbor_types=ANNULUS_OUTER_BOUNDARY:1,84,MEDIUM_HIGH,3,Reconstructed annulus environment outside ordinary bulk h-BN.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Lele was trained for gas-phase synthesis, not reconstructed equilibrium rims.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0020,15,H4:LOWER:0000:0,H,ANNULUS_OUTER_PASSIVANT_H,EDGE_PASSIVANT,1,center=H|type=ANNULUS_OUTER_PASSIVANT_H|region=EDGE_PASSIVANT|degree=1|neighbor_elements=N:1|neighbor_types=ANNULUS_OUTER_BOUNDARY:1,84,MEDIUM_HIGH,3,Reconstructed annulus environment outside ordinary bulk h-BN.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Lele was trained for gas-phase synthesis, not reconstructed equilibrium rims.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0021,60,H4:LOWER:0054:0,H,BRIDGE_PASSIVANT_H,BRIDGE_PASSIVANT,1,center=H|type=BRIDGE_PASSIVANT_H|region=BRIDGE_PASSIVANT|degree=1|neighbor_elements=B:1|neighbor_types=ALTERNATING_BN_FOUR_ATOM_BRIDGE:1,120,MEDIUM_HIGH,3,Hydrogen termination chemistry requires source-specific validation.,B_H_OR_N_H_REACTIVE_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Reactive B-H/N-H chemistry exists, but equilibrium termination behavior is unvalidated.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0022,60,H4:LOWER:0055:0,H,BRIDGE_PASSIVANT_H,BRIDGE_PASSIVANT,1,center=H|type=BRIDGE_PASSIVANT_H|region=BRIDGE_PASSIVANT|degree=1|neighbor_elements=N:1|neighbor_types=ALTERNATING_BN_FOUR_ATOM_BRIDGE:1,120,MEDIUM_HIGH,3,Hydrogen termination chemistry requires source-specific validation.,B_H_OR_N_H_REACTIVE_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Reactive B-H/N-H chemistry exists, but equilibrium termination behavior is unvalidated.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0023,15,H4:UPPER:0189:0,H,SEED_PASSIVANT_H,EDGE_PASSIVANT,1,center=H|type=SEED_PASSIVANT_H|region=EDGE_PASSIVANT|degree=1|neighbor_elements=B:1|neighbor_types=HEXAGONAL_EDGE_COMPLETION_SEED:1,84,MEDIUM_HIGH,3,Hydrogen termination chemistry requires source-specific validation.,B_H_OR_N_H_REACTIVE_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Reactive B-H/N-H chemistry exists, but equilibrium termination behavior is unvalidated.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0024,15,H4:LOWER:0174:0,H,SEED_PASSIVANT_H,EDGE_PASSIVANT,1,center=H|type=SEED_PASSIVANT_H|region=EDGE_PASSIVANT|degree=1|neighbor_elements=N:1|neighbor_types=HEXAGONAL_EDGE_COMPLETION_SEED:1,84,MEDIUM_HIGH,3,Hydrogen termination chemistry requires source-specific validation.,B_H_OR_N_H_REACTIVE_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Reactive B-H/N-H chemistry exists, but equilibrium termination behavior is unvalidated.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0025,15,BR4:LOWER:00:4,N,ALTERNATING_BN_FOUR_ATOM_BRIDGE,FOUR_ATOM_BRIDGE,3,"center=N|type=ALTERNATING_BN_FOUR_ATOM_BRIDGE|region=FOUR_ATOM_BRIDGE|degree=3|neighbor_elements=B:2,H:1|neighbor_types=ALTERNATING_BN_FOUR_ATOM_BRIDGE:1,ANNULUS_OUTER_BOUNDARY:1,BRIDGE_PASSIVANT_H:1",120,HIGH,4,Novel four-atom B-N-B-N bridge and attachment environment.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,Lele contains B/N/H reactive records but no direct R2 bridge validation.,FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0026,15,BR4:UPPER:00:1,N,ALTERNATING_BN_FOUR_ATOM_BRIDGE,FOUR_ATOM_BRIDGE,3,"center=N|type=ALTERNATING_BN_FOUR_ATOM_BRIDGE|region=FOUR_ATOM_BRIDGE|degree=3|neighbor_elements=B:2,H:1|neighbor_types=ALTERNATING_BN_FOUR_ATOM_BRIDGE:1,BRIDGE_PASSIVANT_H:1,HEXAGONAL_EDGE_COMPLETION_SEED:1",120,HIGH,4,Novel four-atom B-N-B-N bridge and attachment environment.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,Lele contains B/N/H reactive records but no direct R2 bridge validation.,FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0027,30,BR4:LOWER:00:2,N,ALTERNATING_BN_FOUR_ATOM_BRIDGE,FOUR_ATOM_BRIDGE,3,"center=N|type=ALTERNATING_BN_FOUR_ATOM_BRIDGE|region=FOUR_ATOM_BRIDGE|degree=3|neighbor_elements=B:2,H:1|neighbor_types=ALTERNATING_BN_FOUR_ATOM_BRIDGE:2,BRIDGE_PASSIVANT_H:1",120,HIGH,4,Novel four-atom B-N-B-N bridge and attachment environment.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,Lele contains B/N/H reactive records but no direct R2 bridge validation.,FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0028,12,A:LOWER:-7:-1,N,ANNULUS_INNER_BOUNDARY,ANNULUS_EDGE,3,"center=N|type=ANNULUS_INNER_BOUNDARY|region=ANNULUS_EDGE|degree=3|neighbor_elements=B:2,H:1|neighbor_types=ANNULUS_INNER_PASSIVANT_H:1,ANNULUS_INTERIOR:2",84,HIGH,4,Reconstructed polar edge/rim environment with termination sensitivity.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Lele was trained for gas-phase synthesis, not reconstructed equilibrium rims.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0029,12,A:LOWER:-1:-5,N,ANNULUS_INTERIOR,ANNULUS_INTERIOR,3,"center=N|type=ANNULUS_INTERIOR|region=ANNULUS_INTERIOR|degree=3|neighbor_elements=B:3|neighbor_types=ANNULUS_INNER_BOUNDARY:1,ANNULUS_INTERIOR:2",0,MEDIUM_HIGH,3,Reconstructed annulus environment outside ordinary bulk h-BN.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Lele was trained for gas-phase synthesis, not reconstructed equilibrium rims.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0030,6,A:LOWER:-4:-4,N,ANNULUS_INTERIOR,ANNULUS_INTERIOR,3,"center=N|type=ANNULUS_INTERIOR|region=ANNULUS_INTERIOR|degree=3|neighbor_elements=B:3|neighbor_types=ANNULUS_INNER_BOUNDARY:2,ANNULUS_INTERIOR:1",0,MEDIUM_HIGH,3,Reconstructed annulus environment outside ordinary bulk h-BN.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Lele was trained for gas-phase synthesis, not reconstructed equilibrium rims.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0031,24,A:LOWER:-13:-1,N,ANNULUS_INTERIOR,ANNULUS_INTERIOR,3,"center=N|type=ANNULUS_INTERIOR|region=ANNULUS_INTERIOR|degree=3|neighbor_elements=B:3|neighbor_types=ANNULUS_INTERIOR:1,ANNULUS_OUTER_BOUNDARY:2",0,MEDIUM_HIGH,3,Reconstructed annulus environment outside ordinary bulk h-BN.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Lele was trained for gas-phase synthesis, not reconstructed equilibrium rims.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0032,42,A:LOWER:-10:-2,N,ANNULUS_INTERIOR,ANNULUS_INTERIOR,3,center=N|type=ANNULUS_INTERIOR|region=ANNULUS_INTERIOR|degree=3|neighbor_elements=B:3|neighbor_types=ANNULUS_INTERIOR:3,0,MEDIUM_HIGH,3,Reconstructed annulus environment outside ordinary bulk h-BN.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Lele was trained for gas-phase synthesis, not reconstructed equilibrium rims.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0033,6,A:LOWER:-13:-5,N,ANNULUS_OUTER_BOUNDARY,ANNULUS_EDGE,3,"center=N|type=ANNULUS_OUTER_BOUNDARY|region=ANNULUS_EDGE|degree=3|neighbor_elements=B:2,H:1|neighbor_types=ANNULUS_INTERIOR:1,ANNULUS_OUTER_BOUNDARY:1,ANNULUS_OUTER_PASSIVANT_H:1",84,HIGH,4,Reconstructed polar edge/rim environment with termination sensitivity.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Lele was trained for gas-phase synthesis, not reconstructed equilibrium rims.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
ENV_0034,9,A:LOWER:-10:-6,N,ANNULUS_OUTER_BOUNDARY,ANNULUS_EDGE,3,"center=N|type=ANNULUS_OUTER_BOUNDARY|region=ANNULUS_EDGE|degree=3|neighbor_elements=B:2,H:1|neighbor_types=ANNULUS_INTERIOR:2,ANNULUS_OUTER_PASSIVANT_H:1",84,HIGH,4,Reconstructed polar edge/rim environment with termination sensitivity.,ELEMENTAL_RECORDS_PRESENT_TRANSFERABILITY_NOT_ESTABLISHED,"Lele was trained for gas-phase synthesis, not reconstructed equilibrium rims.",FUNCTIONALIZED_HBN_SOURCE_EVIDENCE_PENDING,Requires direct audit of H/OH-functionalized h-BN source parameters.,QM_REFERENCE_REQUIRED_HIGH_PRIORITY,Dedicated fragment reference data are required before parameter assignment.,False
